id,name,latitude,longitude,dpcapacity,dateCreated,online date_x,online date_y
301,Clark St & Schiller St,41.907993,-87.631501,19,2013-09-18 16:18:00,2013-09-19,2013-09-19
302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,19,2013-09-18 16:55:00,2013-09-20,2013-09-20
303,Broadway & Cornelia Ave,41.945512,-87.64598,15,2013-09-19 09:39:00,2013-09-19,2013-09-19
304,Halsted St & Waveland Ave,41.949375,-87.649626,15,2013-09-19 12:10:00,2013-09-19,2013-09-19
305,Western Ave & Division St,41.902893,-87.687275,15,2013-09-19 12:55:00,2013-09-21,2013-09-21
306,Sheridan Rd & Buena Ave,41.9584,-87.65423,15,2013-09-19 15:36:00,2013-09-23,2013-09-23
307,Southport Ave & Clybourn Ave,41.920445,-87.663095,15,2013-09-19 16:30:00,2013-09-25,2013-09-25
308,Seeley Ave & Roscoe St,41.943403,-87.679618,11,2013-09-19 16:55:00,2013-09-27,2013-09-27
309,Leavitt St & Armitage Ave,41.917805,-87.682437,11,2013-09-19 17:19:00,2013-09-20,2013-09-20
310,Damen Ave & Charleston St,41.920082,-87.677855,11,2013-09-19 17:59:00,2013-09-20,2013-09-20
311,Leavitt St & Lawrence Ave,41.968885,-87.684001,15,2013-09-20 09:23:00,2013-09-20,2013-09-20
312,Clarendon Ave & Gordon Ter,41.957879,-87.649519,15,2013-09-20 09:45:00,2013-09-20,2013-09-20
313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,19,2013-09-20 10:42:00,2013-09-20,2013-09-20
314,Ravenswood Ave & Berteau Ave,41.957921,-87.673567,15,2013-09-20 11:56:00,2013-09-27,2013-09-27
315,Leavitt St & Hirsch St,41.906717,-87.682779,11,2013-09-20 12:38:00,2013-09-21,2013-09-21
316,Damen Ave & Sunnyside Ave,41.96325,-87.679258,19,2013-09-20 14:22:00,2013-09-25,2013-09-25
317,Wood St & Taylor St,41.869154,-87.671045,15,2013-09-20 14:44:00,2013-09-21,2013-09-21
318,Southport Ave & Irving Park Rd,41.954177,-87.664358,15,2013-09-20 14:56:00,2013-09-21,2013-09-21
319,Greenview Ave & Diversey Pkwy,41.932595,-87.665939,15,2013-09-20 15:20:00,2013-09-26,2013-09-26
320,Loomis St & Lexington St,41.872187,-87.661501,15,2013-09-20 16:26:00,2013-09-21,2013-09-21
321,Wabash Ave & 8th St,41.871962,-87.626106,19,2013-09-20 16:37:00,2013-09-21,2013-09-21
322,Kimbark Ave & 53rd St,41.799568,-87.594747,15,2013-09-20 16:51:00,2013-09-21,2013-09-21
323,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,15,2013-09-21 11:30:00,2013-09-23,2013-09-23
324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,15,2013-09-21 11:55:00,2013-10-03,2013-10-03
325,Clark St & Winnemac Ave,41.973385,-87.668365,15,2013-09-23 09:59:00,2013-09-23,2013-09-23
326,Clark St & Leland Ave,41.967096,-87.667429,11,2013-09-23 15:02:00,2013-09-27,2013-09-27
327,Sheffield Ave & Webster Ave,41.921687,-87.653714,19,2013-09-23 15:05:00,2013-09-25,2013-09-25
328,Ellis Ave & 58th St,41.788746,-87.601334,15,2013-09-25 09:38:00,2013-09-25,2013-09-25
329,Lake Shore Dr & Diversey Pkwy,41.932684,-87.63625,15,2013-09-25 09:49:00,2013-09-25,2013-09-25
330,Lincoln Ave & Addison St,41.946176,-87.673308,19,2013-09-25 13:25:00,2013-09-26,2013-09-26
331,Halsted St & Blackhawk St,41.90854,-87.648568,19,2013-09-25 13:55:00,2013-09-28,2013-09-28
332,Halsted St & Diversey Pkwy,41.933341,-87.648747,15,2013-09-25 15:35:00,2013-09-28,2013-09-28
333,Ashland Ave & Blackhawk St,41.907066,-87.667252,15,2013-09-25 16:37:00,2013-09-27,2013-09-27
334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,19,2013-09-26 10:16:00,2013-09-27,2013-09-27
335,Calumet Ave & 35th St,41.831379,-87.618034,15,2013-09-26 10:33:00,2013-10-17,2013-10-17
336,Cottage Grove Ave & 47th St,41.809855,-87.606755,15,2013-09-26 11:04:00,2013-10-17,2013-10-17
337,Clark St & Chicago Ave,41.896544,-87.630931,19,2013-09-26 15:53:00,2013-09-27,2013-09-27
338,Calumet Ave & 18th St,41.857611,-87.619407,15,2013-09-26 15:59:00,2013-09-28,2013-09-28
339,Emerald Ave & 31st St,41.838198,-87.645143,11,2013-09-27 12:26:00,2013-09-28,2013-09-28
340,Clark St & Wrightwood Ave,41.929546,-87.643118,15,2013-10-01 11:35:00,2013-10-24,2013-10-24
341,Adler Planetarium,41.866095,-87.607267,19,2013-10-03 12:01:00,2013-10-09,2013-10-09
342,Wolcott Ave & Polk St,41.871262,-87.673688,15,2013-10-03 15:04:00,2013-10-12,2013-10-12
343,Racine Ave & Wrightwood Ave,41.928887,-87.658971,15,2013-10-03 15:54:00,2013-10-24,2013-10-24
344,Ravenswood Ave & Lawrence Ave,41.96909,-87.674237,15,2013-10-03 16:21:00,2013-10-09,2013-10-09
345,Lake Park Ave & 56th St,41.793242,-87.587782,15,2013-10-04 11:37:00,2013-10-09,2013-10-09
346,Ada St & Washington Blvd,41.88283,-87.661206,15,2013-10-04 14:37:00,2013-10-10,2013-10-10
347,Ashland Ave & Grace St,41.950687,-87.6687,15,2013-10-04 16:06:00,2013-10-12,2013-10-12
348,California Ave & 21st St,41.854016,-87.695445,15,2013-10-09 16:13:00,2013-10-14,2013-10-14
349,Halsted St & Wrightwood Ave,41.929143,-87.649077,15,2013-10-10 12:40:00,2013-10-28,2013-10-28
350,Ashland Ave & Chicago Ave,41.895966,-87.667747,15,2013-10-10 14:22:00,2013-10-22,2013-10-22
351,Cottage Grove Ave & 51st St,41.803038,-87.606615,15,2013-10-10 16:56:00,2013-10-17,2013-10-17
